Cross_ID	Entry	Awns	WDR	flowering	Powdery_mildew	SNB	Location	Height	days_to_head
Parent	LA09264C-P2	+	4	3/28/2022	2		Kinston	85	150
Parent	MPV57	-	2	4/17/2022	2		Kinston	65	170
UX1994	UX1994-91	-	3	4/10/2022	0		Kinston	85	163
UX1994	UX1994-69	-	3	4/10/2022	0		Kinston	95	163
UX1994	UX1994-211	-	2	4/8/2022	1		Kinston	80	161
UX1994	UX1994-124	+	2	4/12/2022	1		Kinston	75	165
UX1994	UX1994-83	+	2	4/9/2022	0		Kinston	90	162
UX1994	UX1994-174	-	2	4/8/2022	0		Kinston	90	161
UX1994	UX1994-195	-	2	4/8/2022	0		Kinston	85	161
UX1994	UX1994-202	+	2	4/14/2022			Kinston	75	167
UX1994	UX1994-10	+	2	4/13/2022			Kinston	80	166
Parent	ARGA051160-14LE31	-	3	4/15/2022			Kinston	85	168
UX1994	UX1994-67	+	3	4/11/2022			Kinston	90	164
UX1994	UX1994-205	-	2	4/11/2022			Kinston	85	164
Parent	GA00190-7A14	+	2	4/12/2022			Kinston	80	165
UX1994	UX1994-64	+	2	4/14/2022			Kinston	85	167
UX1994	UX1994-68	+	2	4/14/2022			Kinston	95	167
UX1994	UX1994-131	+	3	4/13/2022			Kinston	90	166
UX1994	UX1994-120	+	2	4/12/2022			Kinston	80	165
UX1994	UX1994-192	+	2	4/12/2022			Kinston	85	165
Parent	GA001138-8E36	+	4	4/13/2022			Kinston	100	166
Parent	GA06493-13LE6	+	2	4/14/2022			Kinston	80	167
UX1994	UX1994-96	+	2	4/9/2022			Kinston	90	162
UX1994	UX1994-63	+	1	4/15/2022			Kinston	90	168
UX1994	UX1994-11	+	1	4/13/2022			Kinston	90	166
UX1994	UX1994-163	-	2	4/13/2022			Kinston	85	166
UX1994	UX1994-178	+	2	4/8/2022			Kinston	90	161
UX1994	UX1994-80	+	3	4/9/2022			Kinston	90	162
UX1994	UX1994-121	-	3	4/10/2022			Kinston	85	163
UX1994	UX1994-218	+	3	4/12/2022			Kinston	90	165
UX1994	UX1994-183	-	3	4/11/2022			Kinston	85	164
Parent	Hilliard	+	2	4/13/2022			Kinston	85	166
UX1994	UX1994-8	+	2	4/16/2022			Kinston	90	169
UX1994	UX1994-210	-	3	4/9/2022			Kinston	85	162
Parent	NC8248-1	+	4	3/29/2022			Kinston	85	151
UX1994	UX1994-77	*	1	4/14/2022			Kinston	95	167
UX1994	UX1994-184	-	3	4/8/2022			Kinston	80	161
UX1994	UX1994-56	-	2	4/15/2022			Kinston	85	168
UX1994	UX1994-62	+	3	4/7/2022			Kinston	90	160
UX1994	UX1994-74	+	1	4/12/2022			Kinston	85	165
UX1994	UX1994-191	-	2	4/15/2022			Kinston	85	168
UX1994	UX1994-129	+	2	4/13/2022			Kinston	70	166
UX1994	UX1994-54	+	2	4/10/2022			Kinston	85	163
Parent	GA05450-EL52	+	3	4/8/2022			Kinston	80	161
UX1994	UX1994-3	+	3	4/11/2022			Kinston	80	164
Parent	TX12D4896	+	4	4/7/2022			Kinston	75	160
UX1994	UX1994-138	+	3	4/7/2022			Kinston	75	160
UX1994	UX1994-49	+	2	4/12/2022			Kinston	85	165
UX1994	UX1994-38	+	1	4/13/2022			Kinston	85	166
UX1994	UX1994-73	-	2	4/11/2022			Kinston	80	164
UX1994	UX1994-14	+	2	4/12/2022			Kinston	85	165
UX1994	UX1994-130	+	1	4/13/2022			Kinston	85	166
UX1994	UX1994-180	+	2	4/11/2022			Kinston	80	164
UX1994	UX1994-58	-	1	4/12/2022			Kinston	80	165
Parent	AGS2000	+	4	4/3/2022			Kinston	90	156
UX1994	UX1994-71	+	3	4/9/2022			Kinston	75	162
UX1994	UX1994-16	+	3	4/12/2022			Kinston	80	165
UX1994	UX1994-86	-	2	4/11/2022			Kinston	70	164
UX1994	UX1994-79	-	3	4/13/2022			Kinston	85	166
UX1994	UX1994-34	-	3	4/9/2022			Kinston	70	162
Parent	NC08-23383	-	3	4/12/2022			Kinston	75	165
UX1994	UX1994-97	-	2	4/14/2022			Kinston	85	167
UX1994	UX1994-122	-	3	4/10/2022			Kinston	80	163
UX1994	UX1994-59	+	3	4/13/2022			Kinston	90	166
UX1994	UX1994-198	+	3	4/9/2022			Kinston	85	162
UX2031	UX2031-67	-	3	4/12/2022	0		Kinston	80	165
UX2031	UX2031-4	+	4	3/26/2022	1		Kinston	70	148
UX2031	UX2031-75	-	2	4/10/2022	1		Kinston	75	163
UX2031	UX2031-105	*	2	4/30/2022	1		Kinston	80	183
UX2031	UX2031-92	-	4	3/27/2022	3		Kinston	75	149
Parent	ARGA051160-14LE31	-	2	4/10/2022	2		Kinston	90	163
UX2031	UX2031-2	+	1	4/20/2022	3		Kinston	85	173
UX1999	UX1999-40	+	2	5/1/2022	2		Kinston	75	184
UX1999	UX1999-37	+	3	4/18/2022	2		Kinston	85	171
UX1999	UX1999-35	+	3	4/6/2022	1		Kinston	95	159
UX1999	UX1999-36	+	2	5/3/2022	0		Kinston	90	186
Parent	LA09264C-P2	+	4	3/29/2022	1		Kinston	75	151
UX2031	UX2031-16	+	3	5/3/2022	4		Kinston	85	186
Parent	TX12D4896	+	3	4/7/2022	3		Kinston	80	160
UX1999	UX1999-39	+	2	5/1/2022	2		Kinston	95	184
UX1999	UX1999-42	-	1	4/15/2022	3		Kinston	80	168
UX1999	UX1999-38	+	2	5/1/2022	3		Kinston	85	184
UX1999	UX1999-32	+	2	5/2/2022	1		Kinston	85	185
UX1999	UX1999-33	+	3	5/1/2022	2		Kinston	100	184
UX1999	UX1999-46	+	4	4/12/2022	3		Kinston	80	165
UX1999	UX1999-47	+	4	4/7/2022	2		Kinston	95	160
UX1999	UX1999-45	-	1	4/17/2022	1		Kinston	80	170
UX1999	UX1999-44	-	2	4/18/2022	1		Kinston	90	171
UX1999	UX1999-51	+	4	4/9/2022	1		Kinston	90	162
Parent	MPV57	-	1	4/14/2022	2		Kinston	75	167
UX1999	UX1999-86	+	2	4/30/2022	2		Kinston	100	183
UX1999	UX1999-48	+	3	4/11/2022	3		Kinston	90	164
UX1999	UX1999-85	+	2	5/1/2022	3		Kinston	85	184
UX1999	UX1999-15	-	4	4/6/2022	3		Kinston	90	159
UX1999	UX1999-50	+	4	4/6/2022	2		Kinston	95	159
Parent	NC8248-1	+	4	4/1/2022	1		Kinston	90	154
UX1999	UX1999-26	-	3	4/7/2022	4		Kinston	80	160
UX1999	UX1999-54	+	3	4/8/2022	2		Kinston	90	161
UX1999	UX1999-72	-	4	3/31/2022	4		Kinston	75	153
UX1999	UX1999-18	+	2	4/29/2022	4		Kinston	90	182
UX1999	UX1999-56	+	3	4/7/2022	3		Kinston	75	160
UX1999	UX1999-2	+	2	4/13/2022	4		Kinston	80	166
UX1999	UX1999-89	+	1	5/3/2022	3		Kinston	75	186
UX1999	UX1999-55	-	2	4/15/2022	0		Kinston	85	168
UX1999	UX1999-71	-	1	4/20/2022	4		Kinston	90	173
UX1999	UX1999-88	+	2	5/1/2022	3		Kinston	90	184
Parent	GA001138-8E36	+	3	4/11/2022	1		Kinston	100	164
UX1999	UX1999-27	-	2	4/20/2022	2		Kinston	90	173
Parent	GA05450-EL52	+	3	4/5/2022	2		Kinston	80	158
UX1999	UX1999-58	-	4	3/27/2022	2		Kinston	65	149
UX1999	UX1999-20	+	4	4/7/2022	3		Kinston	90	160
UX1999	UX1999-84	+	4	4/5/2022	2		Kinston	70	158
UX1999	UX1999-14	+	1	4/20/2022	1		Kinston	80	173
UX1999	UX1999-69	-	2	4/28/2022	2		Kinston	90	181
Parent	GA06493-13LE6	+	2	4/13/2022	0		Kinston	85	166
UX1999	UX1999-57	+	2	5/1/2022	2		Kinston	85	184
UX1999	UX1999-68	-	3	4/11/2022	3		Kinston	75	164
Parent	SS8641	-	3	4/12/2022	0		Kinston	90	165
UX1999	UX1999-70	-	3	4/15/2022	2		Kinston	85	168
UX1999	UX1999-12	+	4	4/5/2022	1		Kinston	65	158
UX1999	UX1999-73	+	2	4/30/2022	1		Kinston	70	183
UX1999	UX1999-10	+	3	4/22/2022	2		Kinston	85	175
UX1999	UX1999-75	+	3	4/30/2022	3		Kinston	90	183
Parent	AGS2000	+	3	4/4/2022	1		Kinston	85	157
UX1999	UX1999-80	+	3	5/2/2022	2		Kinston	80	185
UX1999	UX1999-29	+	4	4/4/2022	2		Kinston	85	157
UX1999	UX1999-4	+	4	4/5/2022	1		Kinston	90	158
UX1999	UX1999-76	+	4	4/8/2022	2		Kinston	105	161
Parent	GA00190-7A14	+	3	4/6/2022	1		Kinston	85	159
UX1999	UX1999-67	-	4	4/8/2022	4		Kinston	90	161
UX1999	UX1999-13	+	4	4/7/2022	3		Kinston	90	160
UX1999	UX1999-1	+	4	4/5/2022	4		Kinston	85	158
UX1999	UX1999-64	+	4	3/31/2022	1		Kinston	75	153
UX1999	UX1999-9	+	4	4/3/2022	1		Kinston	82	156
Parent	Hilliard	+	2	4/13/2022	2		Kinston	85	166
UX1999	UX1999-77	+	2	4/11/2022	3		Kinston	95	164
Parent	NC08-23383	-	2	4/14/2022	1		Kinston	80	167
UX1999	UX1999-66	+	2	5/1/2022	4		Kinston	90	184
UX1999	UX1999-79	+	2	4/14/2022	2		Kinston	100	167
UX1999	UX1999-60	-	2	4/30/2022	2		Kinston	95	183
UX1999	UX1999-59	-	3	4/8/2022	2		Kinston	80	161
UX1999	UX1999-5	-	2	4/12/2022	3		Kinston	85	165
UX1999	UX1999-78	-	2	4/10/2022	1		Kinston	85	163
UX1999	UX1999-6	+	3	4/12/2022	2		Kinston	85	165
UX1992	UX1992-114	+	2	4/13/2022	1		Kinston	70	166
UX1992	UX1992-116	+	2	4/11/2022	0		Kinston	80	164
UX1992	UX1992-124	+	1	4/14/2022	1		Kinston	75	167
UX1992	UX1992-175	+	1	4/15/2022	0		Kinston	80	168
UX1992	UX1992-90	+	1	4/13/2022	0		Kinston	80	166
Parent	GA001138-8E36	+	3	4/12/2022	0		Kinston	95	165
UX1992	UX1992-171	+	2	4/7/2022	0		Kinston	75	160
UX1992	UX1992-24	+	2	4/10/2022	1		Kinston	80	163
Parent	TX12D4896	+	3	4/8/2022	1		Kinston	85	161
UX1992	UX1992-101	+	1	5/2/2022	1		Kinston	85	185
UX1992	UX1992-159	+	1	5/1/2022	0		Kinston	80	184
UX1992	UX1992-134	+	2	4/13/2022	2		Kinston	75	166
UX1992	UX1992-163	+	3	4/10/2022	1		Kinston	75	163
UX1992	UX1992-69	+	2	4/9/2022	1		Kinston	75	162
Parent	NC8248-1	+	4	3/29/2022	0		Kinston	80	151
Parent	GA05450-EL52	+	3	4/6/2022	2		Kinston	70	159
UX1992	UX1992-181	+	2	4/13/2022	0		Kinston	75	166
UX1992	UX1992-153	+	1	4/17/2022	0		Kinston	80	170
UX1992	UX1992-144	+	2	4/13/2022	0		Kinston	85	166
UX1992	UX1992-82	+	1	4/18/2022	1		Kinston	70	171
UX1992	UX1992-180	+	3	4/15/2022	1		Kinston	80	168
Parent	GA00190-7A14	+	2	4/8/2022	1		Kinston	90	161
UX1992	UX1992-132	+	1	4/20/2022	0		Kinston	70	173
UX1992	UX1992-197	+	3	4/7/2022			Kinston	90	160
UX1992	UX1992-29	+	2	4/15/2022			Kinston	75	168
UX1992	UX1992-126	+	2	4/12/2022			Kinston	70	165
UX1992	UX1992-140	+	2	4/11/2022			Kinston	80	164
UX1992	UX1992-207	+	3	4/12/2022			Kinston	70	165
Parent	LA09264C-P2	+	4	3/30/2022			Kinston	75	152
UX1992	UX1992-161	+	3	4/13/2022			Kinston	75	166
UX1992	UX1992-5	+	2	4/14/2022			Kinston	80	167
UX1992	UX1992-35	+	2	4/11/2022			Kinston	70	164
UX1992	UX1992-81	+	1	4/14/2022			Kinston	80	167
UX1992	UX1992-119	+	2	4/13/2022			Kinston	75	166
UX1992	UX1992-93	+	2	4/10/2022			Kinston	75	163
UX1992	UX1992-73	+	1	4/13/2022			Kinston	75	166
UX1992	UX1992-102	+	1	4/12/2022			Kinston	70	165
Parent	NC08-23383	-	2	4/12/2022			Kinston	70	165
UX1992	UX1992-34	+	2	4/12/2022			Kinston	70	165
UX1992	UX1992-54	+	2	4/14/2022			Kinston	85	167
UX1992	UX1992-74	+	1	4/15/2022			Kinston	75	168
UX1992	UX1992-162	+	2	4/12/2022			Kinston	70	165
UX1992	UX1992-63	+	1	4/13/2022			Kinston	80	166
UX1992	UX1992-48	+	2	4/14/2022			Kinston	75	167
Parent	MPV57	-	1	4/21/2022			Kinston	65	174
UX1992	UX1992-117	+	1	4/13/2022			Kinston	75	166
UX1992	UX1992-39	+	1	4/18/2022			Kinston	80	171
UX1992	UX1992-190	+	2	4/13/2022			Kinston	75	166
UX1992	UX1992-137	+	2	4/13/2022			Kinston	75	166
UX1992	UX1992-110	+	1	4/19/2022			Kinston	80	172
UX1992	UX1992-193	+	2	4/10/2022			Kinston	80	163
UX1992	UX1992-47	+	1	4/20/2022			Kinston	75	173
UX1992	UX1992-165	+	1	4/17/2022			Kinston	80	170
Parent	AGS2000	+	3	4/5/2022			Kinston	85	158
UX1992	UX1992-146	+	2	4/13/2022			Kinston	90	166
UX1992	UX1992-121	+	2	4/13/2022			Kinston	70	166
UX1992	UX1992-20	+	2	4/5/2022			Kinston	70	158
UX1992	UX1992-149	+	1	4/19/2022			Kinston	75	172
Parent	ARGA051160-14LE31	-	2	4/10/2022			Kinston	75	163
UX1992	UX1992-3	+	1	4/14/2022			Kinston	65	167
UX1992	UX1992-10	+	2	4/13/2022			Kinston	75	166
UX1992	UX1992-9	+	1	4/15/2022			Kinston	65	168
UX1992	UX1992-49	+	2	4/12/2022			Kinston	65	165
UX1992	UX1992-160	+	2	4/18/2022			Kinston	80	171
Parent	Hilliard	+	2	4/14/2022			Kinston	80	167
UX1992	UX1992-170	+	2	4/8/2022			Kinston	75	161
UX1992	UX1992-174	+	2	4/13/2022			Kinston	75	166
UX1992	UX1992-106	+	3	4/12/2022			Kinston	70	165
UX1992	UX1992-33	+	2	4/15/2022			Kinston	75	168
UX1992	UX1992-36	+	1	4/13/2022			Kinston	70	166
UX1992	UX1992-32	+	1	4/19/2022			Kinston	65	172
UX1992	UX1992-98	+	2	4/12/2022			Kinston	75	165
UX1992	UX1992-173	+	1	4/21/2022			Kinston	75	174
UX1992	UX1992-129	+	2	4/11/2022			Kinston	80	164
Parent	SS8641	-	3	4/9/2022			Kinston	75	162
UX1992	UX1992-125	+	2	4/13/2022			Kinston	85	166
UX1992	UX1992-118	+	2	4/13/2022			Kinston	75	166
Parent	GA06493-13LE6	+	2	4/12/2022			Kinston	80	165
UX1992	UX1992-167	+	2	4/12/2022			Kinston	75	165
UX1991	UX1991-137	+	3	4/14/2022	1		Kinston	100	167
UX1991	UX1991-129	+	3	4/10/2022	0		Kinston	105	163
UX1991	UX1991-99	+	3	4/10/2022	1		Kinston	105	163
UX1991	UX1991-139	+	2	4/13/2022	0		Kinston	90	166
Parent	GA06493-13LE6	+	1	4/13/2022	0		Kinston	85	166
UX1991	UX1991-111	+	4	4/6/2022	0		Kinston	80	159
UX1991	UX1991-132	+	3	4/6/2022	0		Kinston	70	159
UX1991	UX1991-103	+	2	5/6/2022	1		Kinston	95	189
UX1991	UX1991-84	+	3	4/6/2022	0		Kinston	75	159
UX1991	UX1991-92	+	2	4/15/2022	1		Kinston	85	168
Parent	AGS2000	+	3	4/5/2022	1		Kinston	85	158
UX1991	UX1991-179	+	3	4/6/2022	1		Kinston	75	159
UX1991	UX1991-175	+	3	4/15/2022	0		Kinston	90	168
UX1991	UX1991-101	+	3	4/17/2022	0		Kinston	90	170
UX1991	UX1991-125	+	4	4/6/2022	1		Kinston	80	159
UX1991	UX1991-147	+	3	4/12/2022	0		Kinston	90	165
UX1991	UX1991-97	+	3	4/14/2022	0		Kinston	85	167
UX1991	UX1991-124	+	3	4/10/2022	0		Kinston	85	163
Parent	SS8641	-	3	4/7/2022	0		Kinston	85	160
UX1991	UX1991-169	+	3	5/1/2022	1		Kinston	95	184
Parent	GA001138-8E36	+	4	4/11/2022	0		Kinston	85	164
UX1991	UX1991-174	+	3	4/18/2022	0		Kinston	90	171
UX1991	UX1991-86	+	3	4/10/2022	0		Kinston	85	163
UX1991	UX1991-200	+	3	4/15/2022			Kinston	80	168
UX1991	UX1991-152	+	1	4/19/2022			Kinston	90	172
UX1991	UX1991-204	+	2	4/16/2022			Kinston	90	169
UX1991	UX1991-109	+	3	4/6/2022			Kinston	85	159
UX1991	UX1991-134	+	2	4/20/2022			Kinston	90	173
UX1991	UX1991-144	+	4	4/8/2022			Kinston	95	161
Parent	LA09264C-P2	+	4	3/29/2022			Kinston	70	151
UX1991	UX1991-113	+	3	4/4/2022			Kinston	70	157
UX1991	UX1991-148	+	2	5/2/2022			Kinston	100	185
Parent	MPV57	-	1	4/24/2022			Kinston	70	177
UX1991	UX1991-115	+	2	4/15/2022			Kinston	95	168
UX1991	UX1991-171	+	3	4/6/2022			Kinston	85	159
UX1991	UX1991-170	+	2	4/17/2022			Kinston	90	170
UX1991	UX1991-100	+	3	4/14/2022			Kinston	100	167
UX1991	UX1991-111	+	3	4/10/2022			Kinston	95	163
UX1991	UX1991-91	+	3	4/11/2022			Kinston	85	164
UX1991	UX1991-89	+	3	4/14/2022			Kinston	85	167
UX1991	UX1991-131	+	3	4/11/2022			Kinston	90	164
UX1991	UX1991-145	+	2	4/18/2022			Kinston	90	171
Parent	GA05450-EL52	+	3	4/5/2022			Kinston	75	158
UX1991	UX1991-166	+	2	4/20/2022			Kinston	90	173
Parent	ARGA051160-14LE31	-	2	4/10/2022			Kinston	85	163
UX1991	UX1991-117	+	2	4/10/2022			Kinston	80	163
UX1991	UX1991-93	+	2	4/21/2022			Kinston	85	174
UX1991	UX1991-87	+	3	4/8/2022			Kinston	80	161
UX1991	UX1991-85	+	1	4/10/2022			Kinston	80	163
UX1991	UX1991-203	+	2	5/2/2022			Kinston	90	185
UX1991	UX1991-202	+	4	4/1/2022			Kinston	70	154
UX1991	UX1991-143	+	3	4/15/2022			Kinston	90	168
UX1991	UX1991-142	+	3	4/7/2022			Kinston	85	160
Parent	TX12D4896	+	3	4/8/2022			Kinston	82	161
UX1991	UX1991-178	+	2	4/30/2022			Kinston	105	183
Parent	GA00190-7A14	+	2	4/9/2022			Kinston	75	162
UX1991	UX1991-114	+	3	4/7/2022			Kinston	75	160
UX1991	UX1991-98	+	3	4/4/2022			Kinston	85	157
UX1991	UX1991-155	+	4	3/31/2022			Kinston	70	153
UX1991	UX1991-160	+	2	4/5/2022			Kinston	80	158
Parent	NC08-23383	-	1	4/13/2022			Kinston	75	166
UX1991	UX1991-159	+	2	4/14/2022			Kinston	85	167
UX1991	UX1991-158	+	2	4/15/2022			Kinston	75	168
UX1991	UX1991-122	+	2	4/14/2022			Kinston	90	167
UX1991	UX1991-180	+	2	4/15/2022			Kinston	95	168
UX1991	UX1991-165	+	2	5/1/2022			Kinston	100	184
UX1991	UX1991-153	+	2	4/13/2022			Kinston	85	166
Parent	Hilliard	+	1	4/12/2022			Kinston	70	165
UX1991	UX1991-90	+	1	4/14/2022			Kinston	80	167
UX1991	UX1991-201	+	2	4/7/2022			Kinston	75	160
UX1991	UX1991-173	+	2	5/2/2022			Kinston	75	185
UX1991	UX1991-95	+	2	4/11/2022			Kinston	80	164
UX1991	UX1991-110	+	2	4/21/2022			Kinston	100	174
UX1991	UX1991-141	+	2	5/1/2022			Kinston	95	184
Parent	NC8248-1	+	3	4/2/2022			Kinston	75	155
UX1991	UX1991-156	+	3	4/14/2022			Kinston	95	167
UX1991	UX1991-149	+	3	4/15/2022			Kinston	85	168
UX1991	UX1991-146	+	3	4/10/2022			Kinston	90	163
UX1991	UX1991-151	+	4	3/30/2022			Kinston	85	152
UX1997	UX1997-18	-	2	4/8/2022	2		Kinston	85	161
UX1997	UX1997-63	-	1	4/14/2022	0		Kinston	80	167
UX1997	UX1997-54	+	3	4/6/2022	0		Kinston	80	159
UX1997	UX1997-62	+	2	4/10/2022	1		Kinston	85	163
UX1997	UX1997-102	-	2	4/13/2022	2		Kinston	90	166
UX1997	UX1997-34	+	2	4/6/2022	0		Kinston	85	159
Parent	NC08-23383	-	1	4/13/2022	0		Kinston	75	166
UX1997	UX1997-53	-	2	4/15/2022	1		Kinston	80	168
Parent	MPV57	-	1	4/14/2022	0		Kinston	75	167
UX1997	UX1997-69	+	4	3/26/2022	0		Kinston	70	148
UX1997	UX1997-9	+	2	5/2/2022	0		Kinston	85	185
Parent	NC8248-1	+	3	4/1/2022	1		Kinston	80	154
UX1997	UX1997-32	+	2	4/14/2022	0		Kinston	90	167
UX1997	UX1997-90	+	1	4/13/2022	1		Kinston	85	166
UX1997	UX1997-56	+	4	3/28/2022	1		Kinston	80	150
UX1997	UX1997-89	+	2	4/15/2022	1		Kinston	75	168
UX1997	UX1997-52	-	2	4/13/2022	0		Kinston	75	166
Parent	AGS2000	+	3	4/2/2022	1		Kinston	80	155
UX1997	UX1997-8	+	4	3/30/2022	1		Kinston	80	152
UX1997	UX1997-81	+	4	3/31/2022	1		Kinston	75	153
UX1997	UX1997-29	+	4	3/26/2022	0		Kinston	70	148
UX1997	UX1997-87	+	3	4/6/2022	1		Kinston	75	159
Parent	GA00190-7A14	+	3	4/7/2022	1		Kinston	80	160
UX1997	UX1997-17	-	2	4/14/2022	2		Kinston	75	167
Parent	GA05450-EL52	+	2	4/7/2022	3		Kinston	80	160
UX1997	UX1997-51	-	3	4/5/2022	1		Kinston	95	158
UX1997	UX1997-55	-	3	4/2/2022	2		Kinston	85	155
UX1997	UX1997-70	+	2	4/7/2022	3		Kinston	70	160
UX1997	UX1997-85	-	3	4/2/2022	2		Kinston	70	155
UX1997	UX1997-99	-	4	3/29/2022	4		Kinston	80	151
UX1997	UX1997-10	+	4	4/4/2022	1		Kinston	85	157
UX1997	UX1997-101	+	2	4/14/2022	3		Kinston	75	167
UX1997	UX1997-61	-	3	4/2/2022	3		Kinston	85	155
UX1997	UX1997-26	-	3	4/5/2022	0		Kinston	75	158
Parent	GA001138-8E36	+	3	4/11/2022	1		Kinston	90	164
UX1997	UX1997-27	+	2	4/7/2022	1		Kinston	85	160
Parent	TX12D4896	+	2	4/8/2022	2		Kinston	80	161
UX1997	UX1997-94	+	1	4/15/2022	0		Kinston	85	168
UX1997	UX1997-68	+	4	4/3/2022	3		Kinston	80	156
Parent	Hilliard	+	1	4/13/2022	1		Kinston	75	166
UX1997	UX1997-60	+	3	4/7/2022	2		Kinston	75	160
UX1997	UX1997-77	-	3	4/6/2022	0		Kinston	85	159
UX1997	UX1997-15	-	2	4/6/2022	1		Kinston	90	159
UX1997	UX1997-5	-	3	3/28/2022	1		Kinston	80	150
UX1997	UX1997-91	+	3	4/2/2022	2		Kinston	80	155
UX1997	UX1997-59	-	3	3/29/2022	3		Kinston	75	151
UX1997	UX1997-71	-	1	4/14/2022	1		Kinston	85	167
UX1997	UX1997-64	+	1	4/17/2022	3		Kinston	85	170
UX1997	UX1997-14	+	2	4/6/2022	1		Kinston	85	159
Parent	SS8641	-	1	4/11/2022	0		Kinston	95	164
UX1997	UX1997-78	+	4	3/30/2022	3		Kinston	85	152
UX1997	UX1997-86	+	1	4/13/2022	0		Kinston	75	166
UX1997	UX1997-58	-	3	3/28/2022	1		Kinston	85	150
Parent	ARGA051160-14LE31	+	1	4/11/2022	2		Kinston	90	164
UX1997	UX1997-25	+	4	3/29/2022	2		Kinston	85	151
UX1997	UX1997-80	+	4	3/28/2022	2		Kinston	75	150
UX1997	UX1997-73	-	3	4/1/2022	0		Kinston	85	154
UX1997	UX1997-1	-	2	4/8/2022	0		Kinston	85	161
UX1997	UX1997-67	-	2	4/4/2022	2		Kinston	80	157
Parent	LA09264C-P2	+	4	3/28/2022	3		Kinston	70	150
UX1997	UX1997-22	-	3	4/5/2022	1		Kinston	85	158
UX1997	UX1997-50	-	3	4/6/2022	0		Kinston	75	159
UX1997	UX1997-84	+	3	4/2/2022	1		Kinston	80	155
UX1997	UX1997-2	-	3	3/31/2022	1		Kinston	80	153
UX1997	UX1997-82	+	3	3/29/2022	2		Kinston	70	151
UX1997	UX1997-74	-	2	4/15/2022	1		Kinston	75	168
UX1997	UX1997-75	-	3	4/8/2022	1		Kinston	95	161
UX1997	UX1997-65	+	1	4/15/2022	1		Kinston	85	168
UX1997	UX1997-23	-	2	4/3/2022	2		Kinston	90	156
UX1997	UX1997-83	+	1	4/14/2022	3		Kinston	90	167
Parent	GA06493-13LE6	+	1	4/14/2022	0		Kinston	90	167
UX1997	UX1997-38	+	3	4/6/2022	0		Kinston	85	159
UX1997	UX1997-72	+	3	4/3/2022	0		Kinston	90	156
UX1997	UX1997-98	-	3	4/4/2022	3		Kinston	85	157
UX1997	UX1997-13	+	2	4/10/2022	1		Kinston	90	163
UX1997	UX1997-97	-	1	4/17/2022	1		Kinston	90	170
UX1997	UX1997-12	+	2	4/8/2022	2		Kinston	85	161
UX1997	UX1997-79	+	2	4/12/2022	0		Kinston	80	165
UX1997	UX1997-76	+	1	4/15/2022	3		Kinston	95	168
UX1994	UX1994-66	+	2	4/13/2022	0		Kinston	85	166
UX1994	UX1994-134	+	2	4/12/2022	0		Kinston	90	165
Parent	NC08-23383	-	2	4/13/2022	1		Kinston	75	166
UX1994	UX1994-43	+	2	4/10/2022	0		Kinston	75	163
UX1994	UX1994-214	-	2	4/13/2022	0		Kinston	85	166
UX1994	UX1994-32	+	2	4/8/2022	0		Kinston	80	161
UX1994	UX1994-22	+	2	4/10/2022	0		Kinston	85	163
UX1994	UX1994-177	+	2	4/12/2022	0		Kinston	80	165
Parent	TX12D4896	+	3	4/10/2022	1		Kinston	80	163
UX1994	UX1994-152	-	2	4/13/2022	0		Kinston	90	166
UX1994	UX1994-104	+	1	4/13/2022	0		Kinston	85	166
UX1994	UX1994-158	+	2	4/12/2022	0		Kinston	80	165
UX1994	UX1994-105	+	2	4/9/2022	0		Kinston	90	162
UX1994	UX1994-46	+	1	4/15/2022	0		Kinston	80	168
UX1994	UX1994-128	+	2	4/14/2022	0		Kinston	85	167
UX1994	UX1994-136	+	2	4/11/2022	0		Kinston	80	164
UX1994	UX1994-75	-	1	4/17/2022	0		Kinston	70	170
UX1994	UX1994-33	+	1	4/13/2022	0		Kinston	75	166
Parent	GA00190-7A14	+	3	4/8/2022	1		Kinston	90	161
UX1994	UX1994-87	-	2	4/12/2022			Kinston	80	165
UX1994	UX1994-133	-	2	4/10/2022			Kinston	85	163
Parent	GA06493-13LE6	+	2	4/13/2022			Kinston	90	166
UX1994	UX1994-185	-	2	4/10/2022			Kinston	80	163
UX1994	UX1994-37	+	1	4/14/2022			Kinston	75	167
UX1994	UX1994-99	+	2	4/10/2022			Kinston	85	163
UX1994	UX1994-27	+	2	4/10/2022			Kinston	80	163
UX1994	UX1994-48	+	2	4/12/2022			Kinston	85	165
Parent	Hilliard	+	1	4/12/2022			Kinston	75	165
UX1994	UX1994-127	+	1	4/11/2022			Kinston	80	164
UX1994	UX1994-41	+	1	4/14/2022			Kinston	80	167
UX1994	UX1994-108	*	2	4/10/2022			Kinston	85	163
UX1994	UX1994-125	-	2	4/11/2022			Kinston	75	164
Parent	MPV57	-	1	4/13/2022			Kinston	70	166
UX1994	UX1994-135	+	2	4/12/2022			Kinston	75	165
UX1994	UX1994-98	+	3	4/12/2022			Kinston	85	165
UX1994	UX1994-100	-	3	4/11/2022			Kinston	85	164
UX1994	UX1994-159	-	3	4/13/2022			Kinston	85	166
UX1994	UX1994-168	-	3	4/14/2022			Kinston	85	167
Parent	AGS2000	+	4	4/7/2022			Kinston	95	160
UX1994	UX1994-106	+	3	4/13/2022			Kinston	80	166
UX1994	UX1994-137	+	2	4/15/2022			Kinston	85	168
